lane,id,text,suggested_ig_music,caption,final_video
jealousy,JEL-048,"""Everyone knows it all comes back the second you stop."" | Suddenly ""friends"" are silent now that the Ze3pbound results made it to year two.",Indila - Tourner Dans Le Vide,"248 pounds and every mirror in my house had a towel over it. I'd shop online only, order the biggest size they had, and still hold my breath in the fitting room at home. And the comments. People always had something to say about how I was doing it. I'd made peace with staying small in every way except the one I wanted.\n\n78 pounds gone and I put on jeans this week that I have not worn since my twenties. I chase my kids around the yard now and I'm the one who wants to keep going. I'm not the before anymore, and I'm not going back.\n\n#weightlosstransformation #beforeandafter #glowup",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-048.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA0OC5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwMzk2LCJleHAiOjE4MTc2NjYzOTZ9.4PdaL7rTAOF45zfFkAxKBfhR-639LcanxmbxD-PFupc
jealousy,JEL-049,"""Enjoy it while it lasts."" | Suddenly ""friends"" are silent now that the results keep lasting.",Ghost - Mary On A Cross,"254 pounds and I planned my whole day around not being seen. I'd shop online only, order the biggest size they had, and still hold my breath in the fitting room at home. And the comments. People always had something to say about how I was doing it. I'd made peace with staying small in every way except the one I wanted.\n\n78 pounds gone and I put on jeans this week that I have not worn since my twenties. I chase my kids around the yard now and I'm the one who wants to keep going. I'm not the before anymore, and I'm not going back.\n\n#transformation #realresults #weightlossjourney",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-049.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA0OS5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwNDI1LCJleHAiOjE4MTc2NjY0MjV9.SaUfN3beLjkxXu4HvD7Umf23ujzgHkkzfFnmUHTxjoI
jealousy,JEL-050,"""Must be nice to just not be hungry."" | Suddenly nobody jokes about my appetite now that they see the Ze3pbound results.",Lady Gaga - Bloody Mary,"272 pounds and I stopped going to things because of what I'd have to wear. I sat out of the pool days, the beach days, the group pictures, all of it, and told everyone I just didn't feel like it. Everyone had an opinion. Especially the ones who watched me struggle for years and said nothing then. I remember thinking this was just going to be my life now.\n\n73 pounds gone and I caught myself in a store window and did a double take. I keep the photos now. I don't delete a single one. I don't think about who doubted it anymore. I'm too busy living it.\n\n#transformation #realresults #weightlossjourney",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-050.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA1MC5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwNDU1LCJleHAiOjE4MTc2NjY0NTV9.PJVgwg4Mlb_bKqIPGZxzaJDIc5kvQXCinFp52xzkCQw
jealousy,JEL-053,"""I ordered you fries. You love fries."" | Suddenly she stopped ordering for me now that she sees the Ze3pbound results.",Joe Strummer - Mondo Bongo,"290 pounds and I hadn't been in a photo with my kids in two years. I ate fine in front of people and then finished the day standing at the counter at midnight not even hungry. The people closest to me had the most to say, and none of it was kind. I remember thinking this was just going to be my life now.\n\n73 pounds gone and I have started standing in the FRONT of the photos. I catch my reflection and it takes me a second to place her, and then I smile. The quiet from the people who had so much to say is its own kind of loud.\n\n#weightlosstransformation #beforeandafter #glowup",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-053.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA1My5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwNDgwLCJleHAiOjE4MTc2NjY0ODB9.18j8eLQLlpuSlcdu3YCZQYRuTD8w7Bcssn7h2SKnH4k
jealousy,JEL-055,"""We miss the old you."" | Suddenly ""friends"" miss the old me now that they see the Ze3pbound results.",Cortex - Huit Octobre 1971,"236 pounds and getting dressed meant whatever still fit, not whatever I liked. I had a whole rotation of black clothes because black was the only thing I felt safe in. The people closest to me had the most to say, and none of it was kind. I'd made peace with staying small in every way except the one I wanted.\n\n73 pounds gone and I tried on a dress off the regular rack and it just fit. I catch my reflection and it takes me a second to place her, and then I smile. The quiet from the people who had so much to say is its own kind of loud.\n\n#momtransformation #beforeandafter #glowup",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-055.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA1NS5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwNTA3LCJleHAiOjE4MTc2NjY1MDd9.CDQ6ejCDAc0ynVJX0latZoTfo5zkPcDwNWKTjSWD9U0
jealousy,JEL-060,"""I was thinner than you at your age."" | Suddenly the old photos stay in the album now that she sees the Ze3pbound results.",AURORA - Runaway,278 pounds and every mirror in my house had a towel over it. I ate fine in front of people and then finished the day standing at the counter at midnight not even hungry. Everyone had an opinion. Especially the ones who watched me struggle for years and said nothing then. I remember thinking this was just going to be my life now.\n\n73 pounds gone and I said yes to the beach trip without thinking about it first. I keep the photos now. I don't delete a single one. The quiet from the people who had so much to say is its own kind of loud.\n\n#momtransformation #beforeandafter #glowup,https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/JEL-060.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvSkVMLTA2MC5tcDQiLCJzY29wZSI6ImRvd25sb2FkIiwiaWF0IjoxNzg2MTMwNTM1LCJleHAiOjE4MTc2NjY1MzV9.pDxL0eX2JGNP7S8ZBivtwfkUA3VMeYKNbztYx4pJIpE
mito,mitohook-2026-07-27-51812-P01,I can look at how you're trying to lose weight and tell you in 30 seconds why your body isn't responding to your diet. | After a certain point the issue is rarely willpower. It's insulin resistance. | It used to be a dead end. You either fought it forever or gave up. | Now p3ptides let you work with your metabolism instead of against it.,Indila - Tourner Dans Le Vide,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P01.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDEubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjMzOSwiZXhwIjoxODE3NjcyMzM5fQ.BBJoO-hmkyHF1OzkpFg1EQ9t1-u6lXEc6Nc46T0CNFo
mito,mitohook-2026-07-27-51812-P02,"I can watch how you're cutting your calories and tell you in 30 seconds why your metabolism has stopped answering. | The real problem usually isn't effort. It's insulin resistance, and you can't diet your way out of it. | That was the wall every woman hit, and there was no way through. | Now p3ptides let you work with your metabolism instead of against it.",Ghost - Mary On A Cross,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P02.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDIubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjM2MSwiZXhwIjoxODE3NjcyMzYxfQ.wShsTy2khBcQm2GIdXOqm3ipc0MEgJm2-IP3hp4H5YE
mito,mitohook-2026-07-27-51812-P04,"I can look at what you changed when your cycle changed and tell you in 30 seconds why the scale hasn't moved in weeks. | For most women it's hormonal. Insulin resistance quietly runs the whole show. | That was the wall every woman hit, and there was no way through. | P3ptides quietly fixed the part willpower never could.",AURORA - Runaway,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P04.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDQubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjM4NiwiZXhwIjoxODE3NjcyMzg2fQ.z7L-6SGvixnzCjwEWXDZQehnIk-VhVC89C4v1dD9PdQ
mito,mitohook-2026-07-27-51812-P07,"I can look at the way you're training your legs and tell you in 30 seconds why your body isn't responding to your diet. | It's not the calories. It's how your body handles them once insulin resistance sets in. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Joe Strummer - Mondo Bongo,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P07.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDcubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjQxMiwiZXhwIjoxODE3NjcyNDEyfQ.Rh0zzzIUijeYtYvWgVPs9m_7kX2-x1OARLYjc-bN87k
mito,mitohook-2026-07-27-51812-P08,"I can watch how you're trying to recover after training and tell you in 30 seconds why the scale hasn't moved in weeks. | Nine times out of ten it's insulin resistance, and no meal plan touches that. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",Sade - I Couldn't Love You More,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P08.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDgubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjQzNywiZXhwIjoxODE3NjcyNDM3fQ.BeC5M2ScMojdh66uv8iIjjEjUEgVekzqne-VP-6bQtE
mito,mitohook-2026-07-27-51812-P09,Give me 30 seconds with how you're trying to sleep and I'll tell you why your body isn't responding to your diet. | After a certain point the issue is rarely willpower. It's insulin resistance. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.,Massive Attack - Angel,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P09.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMDkubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjQ4MCwiZXhwIjoxODE3NjcyNDgwfQ.lkIt1eJLH6ETdqzYy8oZ9blcaIQln0U7eW3tNX-hB7U
mito,mitohook-2026-07-27-51812-P10,I can look at how you're doing your mornings and tell you in 30 seconds why your body isn't responding to your diet. | After a certain point the issue is rarely willpower. It's insulin resistance. | It used to be a dead end. You either fought it forever or gave up. | Now p3ptides let you work with your metabolism instead of against it.,Indila - Tourner Dans Le Vide,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-P10.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1QMTAubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjUwNiwiZXhwIjoxODE3NjcyNTA2fQ.hhhKjM1vInCZauOBLbHSzB9UrjGxSjQjE8zG9i-bjnQ
mito,mitohook-2026-07-27-51812-R03,"I can watch how you're trying to eat around your workouts and tell you in 30 seconds why the scale hasn't moved in weeks. | Your metabolism answers to insulin and cortisol, not to how hard you try. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Enya - Caribbean Blue,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-R03.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1SMDMubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjUzMSwiZXhwIjoxODE3NjcyNTMxfQ.r7KxgQ1EA_oxShLyiH8e0Uxv2I-dnkuHYfij71DVhzg
mito,mitohook-2026-07-27-51812-R04,"I can look at how you're handling your rest days and tell you in 30 seconds why your metabolism isn't answering. | The thing stalling you is happening at the cellular level, not on the treadmill. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Lady Gaga - Bloody Mary,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-R04.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1SMDQubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjU1MiwiZXhwIjoxODE3NjcyNTUyfQ.eE1si4tRG-e1sPfeFQ6ohsHo12AL4K8otKC8MX4N-VA
mito,mitohook-2026-07-27-51812-R05,"Give me 30 seconds with how you're trying to sleep after a hard training day and I'll tell you why your metabolism isn't answering. | It's not the calories. It's how your body handles them once insulin resistance sets in. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Joe Strummer - Mondo Bongo,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-R05.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1SMDUubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjU4MCwiZXhwIjoxODE3NjcyNTgwfQ.BwOCe849c_JPsnZGYYglXe692r9QZBkTDOgNDxo0Kvs
mito,mitohook-2026-07-27-51812-R06,"I can look at how you're trying to manage your energy through the day and tell you in 30 seconds why your body isn't responding to your diet. | Nine times out of ten it's insulin resistance, and no meal plan touches that. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",Sade - I Couldn't Love You More,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-07-27-51812-R06.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wNy0yNy01MTgxMi1SMDYubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjYyMiwiZXhwIjoxODE3NjcyNjIyfQ.7S30A0LBsBP6HSbWDv9rkcTYicNAN64gS9a-hA3O2tk
mito,mitohook-2026-08-07-G01,"I can look at how you're timing your protein and tell you in 30 seconds why your body isn't responding to your diet. | After a certain point the issue is rarely willpower. It's insulin resistance. | That was the wall every woman hit, and there was no way through. | P3ptides quietly fixed the part willpower never could.",Massive Attack - Angel,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G01.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDEubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjY0NywiZXhwIjoxODE3NjcyNjQ3fQ.vyBmRPRx1GY1B2Qd1-j_5xXRGFV0CUjLVD9uqFx0y9M
mito,mitohook-2026-08-07-G02,"I can watch how you're doing your cardio and tell you in 30 seconds why the scale hasn't moved in weeks. | The real problem usually isn't effort. It's insulin resistance, and you can't diet your way out of it. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Madonna - Frozen,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G02.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDIubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjY2OSwiZXhwIjoxODE3NjcyNjY5fQ.REzhbP4_dcuzV77k3rnOJwX58KNS4PNbrnezo0SlySo
mito,mitohook-2026-08-07-G03,"Give me 30 seconds with how you're eating at night and I'll tell you why your metabolism isn't answering. | Most metabolic issues come down to things you can't control, like insulin resistance. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Indila - Tourner Dans Le Vide,"For the longest time I blamed myself. The workouts, the eating clean, all of it, and nothing moved. I really thought something was wrong with me.\n\nThe thing is, it was never willpower. Once the metabolic part got addressed the same effort finally paid off. I wish I had known sooner.\n\n#weightlossjourney #metabolism #transformation",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G03.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDMubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjY5MCwiZXhwIjoxODE3NjcyNjkwfQ.74rqsKx6I5J1qdtKjG4t41MIT3sJc11JoOjGIMaOUME
mito,mitohook-2026-08-07-G04,"I can look at how you're skipping breakfast and tell you in 30 seconds why your body isn't responding to your diet. | For most women it's hormonal. Insulin resistance quietly runs the whole show. | They told you to eat less and move more, and it never worked. | P3ptides quietly fixed the part willpower never could.",Ghost - Mary On A Cross,"Every diet worked for two weeks and then just stopped. I'd do everything right and the scale would sit there like it was frozen.\n\nWhat changed wasn't more effort, it was finally working with my metabolism instead of against it. First time in years the results actually held.\n\n#beforeandafter #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G04.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDQubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjcxMSwiZXhwIjoxODE3NjcyNzExfQ.F5VEJTgVBKu9PXzGsZPlFMFb-oK2G3JF57gKei4G3c8
mito,mitohook-2026-08-07-G05,"I can spot how you're undereating and tell you in 30 seconds why your metabolism has stopped answering. | Your metabolism answers to insulin and cortisol, not to how hard you try. | You were basically stuck with the body your hormones handed you. | P3ptides are why women who were stuck for years are finally moving.",Cortex - Huit Octobre 1971,"I spent years thinking I just needed more discipline. Turns out my body stopped answering a long time ago and no amount of trying was going to change that on its own.\n\nOnce the metabolic side was handled, everything I was already doing finally started working. The scale moved. The energy came back. I stopped fighting my own body.\n\n#weightlosstransformation #metabolism #realresults",https://qlcmgxgwpzmiebzxflai.supabase.co/storage/v1/object/sign/char3-before-after/mitohook-2026-08-07-G05.mp4?token=eyJraWQiOiJzdG9yYWdlLXVybC1zaWduaW5nLWtleV85N2JiMDBkNy0yZmE2LTQxOTItOGYxYi0zY2M1ZTA5ODUxNzciLCJhbGciOiJIUzI1NiJ9.eyJ1cmwiOiJjaGFyMy1iZWZvcmUtYWZ0ZXIvbWl0b2hvb2stMjAyNi0wOC0wNy1HMDUubXA0Iiwic2NvcGUiOiJkb3dubG9hZCIsImlhdCI6MTc4NjEzNjc1NiwiZXhwIjoxODE3NjcyNzU2fQ.zqU0xogJA2IgjUARHqYzSMydpKijCkh-ERYH7SBZEHw
